Domestic Release Date,Worldwide Release Date,Year Released (Domestic),Year Released (Worldwide),Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Opening Weekend Theaters,Maximum Theaters,Theatrical Engagements,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office
10-Dec-99,10-Dec-99,1999,1999,The Green Mile,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$60,000,000 ","2,875","2,878","34,973","$18,017,152 ","$136,801,374 ","$239,126,149 ","$153,900,000 ","$290,701,374 "
19-May-98,19-May-98,1998,1998,Godzilla,Sony Pictures,Action,Remake,Live Action,Science Fiction,"$125,000,000 ","3,310","3,310","21,477","$44,047,541 ","$136,314,294 ","$264,781,066 ","$239,685,706 ","$376,000,000 "
25-Dec-98,25-Dec-98,1998,1998,Patch Adams,Universal,Comedy,Based on Real Life Events,Live Action,Contemporary Fiction,"$50,000,000 ","2,712","2,915","28,146","$25,262,280 ","$135,014,968 ","$251,890,143 ","$67,158,032 ","$202,173,000 "
10-Jul-98,10-Jul-98,1998,1998,Lethal Weapon 4,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$140,000,000 ","3,117","3,117","23,682","$34,048,124 ","$130,444,603 ","$253,379,600 ","$154,955,397 ","$285,400,000 "
15-Sep-99,15-Sep-99,1999,1999,American Beauty,Dreamworks SKG,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ",16,"1,990","32,213","$861,531 ","$130,058,047 ","$227,144,586 ","$226,200,000 ","$356,258,047 "
19-Nov-99,19-Nov-99,1999,1999,The World is Not Enough,MGM,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$135,000,000 ","3,163","3,165","25,502","$35,519,007 ","$126,930,660 ","$226,691,846 ","$234,800,000 ","$361,730,660 "
5-Jun-98,5-Jun-98,1998,1998,The Truman Show,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","2,315","2,911","22,745","$31,542,121 ","$125,618,201 ","$244,004,645 ","$138,500,000 ","$264,118,201 "
19-Jun-98,19-Jun-98,1998,1998,Mulan,Walt Disney,Adventure,Based on Folk Tale/Legend/Fairytale,Hand Animation,Dramatization,"$90,000,000 ","2,888","2,953","23,930","$22,745,143 ","$120,620,254 ","$234,296,482 ","$182,879,746 ","$303,500,000 "
24-Sep-99,24-Sep-99,1999,1999,Double Jeopardy,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,547","3,002","29,027","$23,162,542 ","$116,735,231 ","$209,063,313 ","$61,100,000 ","$177,835,231 "
28-May-99,28-May-99,1999,1999,Notting Hill,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$42,000,000 ","2,747","2,790","22,980","$21,811,180 ","$116,089,678 ","$208,184,435 ","$247,628,518 ","$363,718,196 "
18-Dec-98,18-Dec-98,1998,1998,You've Got Mail,Warner Bros.,Drama,Based on Play,Live Action,Contemporary Fiction,"$65,000,000 ","2,691","2,961","24,539","$18,426,749 ","$115,821,495 ","$219,339,457 ","$134,978,505 ","$250,800,000 "
30-Jun-99,30-Jun-99,1999,1999,Wild Wild West,Warner Bros.,Adventure,Based on TV,Live Action,Historical Fiction,"$175,000,000 ","3,342","3,342","19,712","$27,687,484 ","$113,805,681 ","$204,088,533 ","$107,423,654 ","$221,229,335 "
20-Nov-98,20-Nov-98,1998,1998,Enemy of the State,Walt Disney,Action,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000 ","2,393","2,517","23,491","$20,038,573 ","$111,549,836 ","$214,481,613 ","$139,100,000 ","$250,649,836 "
5-Mar-99,5-Mar-99,1999,1999,Analyze This,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,518","2,537","29,773","$18,383,507 ","$106,885,658 ","$191,678,800 ","$70,000,000 ","$176,885,658 "
18-Jun-99,18-Jun-99,1999,1999,The General's Daughter,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000 ","2,856","2,858","20,275","$22,332,053 ","$102,705,852 ","$184,183,129 ","$47,000,000 ","$149,705,852 "
9-Jul-99,9-Jul-99,1999,1999,American Pie,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ","2,507","2,544","19,388","$18,709,680 ","$101,800,948 ","$182,560,355 ","$132,922,200 ","$234,723,148 "
18-Dec-98,18-Dec-98,1998,1998,The Prince of Egypt,Dreamworks SKG,Adventure,Based on Religious Text,Hand Animation,Dramatization,"$60,000,000 ","3,118","3,218","28,651","$14,524,321 ","$101,413,188 ","$191,788,639 ","$117,200,000 ","$218,613,188 "
19-Nov-99,19-Nov-99,1999,1999,Sleepy Hollow,Paramount Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$70,000,000 ","3,064","3,069","26,071","$30,060,467 ","$101,068,340 ","$180,397,860 ","$106,000,000 ","$207,068,340 "
20-Nov-98,20-Nov-98,1998,1998,The Rugrats Movie,Paramount Pictures,Adventure,Based on TV,Hand Animation,Kids Fiction,"$28,000,000 ","2,782","2,832","27,075","$27,321,470 ","$100,494,685 ","$193,517,590 ","$40,400,000 ","$140,894,685 "
11-Dec-98,11-Dec-98,1998,1998,Shakespeare in Love,Miramax,Romantic Comedy,Original Screenplay,Live Action,Historical Fiction,"$26,000,000 ",8,"2,030","30,453","$224,012 ","$100,317,794 ","$181,315,556 ","$179,182,206 ","$279,500,000 "
23-Jul-99,23-Jul-99,1999,1999,Inspector Gadget,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,"$75,000,000 ","2,814","2,877","24,438","$21,889,138 ","$97,387,965 ","$174,646,525 ",$0 ,"$97,387,965 "
17-Jul-98,17-Jul-98,1998,1998,The Mask of Zorro,Sony Pictures,Adventure,Remake,Live Action,Historical Fiction,"$65,000,000 ","2,515","2,602","23,742","$22,525,855 ","$93,828,745 ","$182,255,826 ","$139,871,255 ","$233,700,000 "
23-Jul-99,23-Jul-99,1999,1999,The Haunting,Dreamworks SKG,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$80,000,000 ","2,808","2,881","16,204","$33,435,140 ","$91,188,905 ","$163,529,702 ","$89,000,000 ","$180,188,905 "
25-Dec-98,25-Dec-98,1998,1998,Stepmom,Sony/TriStar,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","2,358","2,749","21,617","$19,142,440 ","$91,137,662 ","$170,912,610 ","$68,607,617 ","$159,745,279 "
2-Oct-98,2-Oct-98,1998,1998,Antz,Dreamworks SKG,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$60,000,000 ","2,449","2,929","28,283","$17,195,160 ","$90,757,863 ","$176,077,278 ","$61,700,000 ","$152,457,863 "
30-Apr-99,30-Apr-99,1999,1999,Entrapment,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$66,000,000 ","2,814","2,879","24,341","$20,145,595 ","$87,707,396 ","$157,286,291 ","$123,992,604 ","$211,700,000 "
6-Mar-98,6-Mar-98,1998,1998,Everest,MacGillivray Freeman Films,Documentary,Based on Real Life Events,Live Action,Factual,$0 ,10,63,"5,326","$364,244 ","$87,178,599 ","$166,080,219 ","$40,811,529 ","$127,990,128 "
10-Nov-99,10-Nov-99,1999,1999,Pokemon: The First Movie,Warner Bros.,Adventure,Based on Game,Hand Animation,Kids Fiction,"$30,000,000 ","3,043","3,043","21,527","$31,036,678 ","$85,744,662 ","$153,595,948 ","$77,900,000 ","$163,644,662 "
19-Jun-98,19-Jun-98,1998,1998,The X Files: Fight the Future,20th Century Fox,Action,Based on TV,Live Action,Science Fiction,"$66,000,000 ","2,629","2,650","14,998","$30,138,758 ","$83,898,313 ","$162,966,658 ","$105,278,110 ","$189,176,423 "
5-Feb-99,5-Feb-99,1999,1999,Payback,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$50,000,000 ","2,720","2,855","22,070","$21,221,526 ","$81,526,121 ","$146,201,370 ","$80,100,000 ","$161,626,121 "
24-Dec-99,24-Dec-99,1999,1999,The Talented Mr. Ripley,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$40,000,000 ","2,307","2,370","20,429","$12,738,237 ","$81,292,135 ","$141,499,326 ","$47,500,000 ","$128,792,135 "
12-Jan-98,12-Jan-98,1998,1998,The Wedding Singer,New Line,Romantic Comedy,Original Screenplay,Live Action,Historical Fiction,$0 ,"2,821","2,837","24,492","$21,917,127 ","$80,245,725 ","$155,871,754 ","$43,100,000 ","$123,345,725 "
10-Apr-98,10-Apr-98,1998,1998,City of Angels,Warner Bros.,Drama,Remake,Live Action,Fantasy,"$55,000,000 ","2,212","2,433","22,802","$15,369,048 ","$78,750,909 ","$152,968,178 ","$120,000,000 ","$198,750,909 "
22-Dec-99,22-Dec-99,1999,1999,Any Given Sunday,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","2,505","2,505","18,677","$13,584,625 ","$75,530,832 ","$132,378,585 ","$24,700,000 ","$100,230,832 "
15-May-98,15-May-98,1998,1998,The Horse Whisperer,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000 ","2,039","2,362","19,173","$13,685,488 ","$75,383,563 ","$146,427,344 ","$111,500,000 ","$186,883,563 "
12-Jun-98,12-Jun-98,1998,1998,"Six Days, Seven Nights",Walt Disney,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000 ","2,550","2,606","18,328","$16,485,276 ","$74,339,294 ","$144,398,920 ","$90,460,706 ","$164,800,000 "
28-Jul-99,28-Jul-99,1999,1999,Deep Blue Sea,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","2,854","2,901","18,608","$19,107,643 ","$73,648,228 ","$132,073,883 ","$91,400,000 ","$165,048,228 "
24-Dec-99,24-Dec-99,1999,1999,Galaxy Quest,Dreamworks SKG,Adventure,Original Screenplay,Live Action,Science Fiction,"$45,000,000 ","2,412","2,450","22,474","$7,012,630 ","$71,423,726 ","$123,534,962 ","$19,100,000 ","$90,523,726 "
11-Dec-98,11-Dec-98,1998,1998,Star Trek: Insurrection,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$70,000,000 ","2,620","2,677","18,700","$22,052,836 ","$70,187,658 ","$134,614,744 ","$47,612,342 ","$117,800,000 "
21-Aug-98,21-Aug-98,1998,1998,Blade,New Line,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$45,000,000 ","2,322","2,389","19,856","$17,073,856 ","$70,141,876 ","$136,245,726 ","$61,095,812 ","$131,237,688 "
31-Dec-99,31-Dec-99,1999,1999,Fantasia 2000 (Theatrical Release),Walt Disney,Musical,Compilation,Hand Animation,Fantasy,"$80,000,000 ",54,"1,313","6,756","$2,290,525 ","$69,610,858 ","$117,890,205 ","$7,776 ","$69,618,634 "
6-Aug-99,6-Aug-99,1999,1999,The Thomas Crown Affair,MGM,Drama,Remake,Live Action,Contemporary Fiction,"$48,000,000 ","2,427","2,427","19,893","$14,600,719 ","$69,304,264 ","$124,281,563 ","$55,000,000 ","$124,304,264 "
3-Apr-98,3-Apr-98,1998,1998,Lost In Space,New Line,Adventure,Based on TV,Live Action,Science Fiction,"$80,000,000 ","3,306","3,306","21,638","$20,154,919 ","$69,117,629 ","$134,256,202 ","$66,929,688 ","$136,047,317 "
17-Sep-99,17-Sep-99,1999,1999,Blue Streak,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$36,000,000 ","2,735","2,735","19,008","$19,208,806 ","$68,208,190 ","$122,272,070 ","$49,239,967 ","$117,448,157 "
5-Jun-98,5-Jun-98,1998,1998,A Perfect Murder,Warner Bros.,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,$0 ,"2,845","2,845","17,230","$16,615,704 ","$67,658,331 ","$131,421,616 ",$0 ,"$67,658,331 "
24-Nov-99,24-Nov-99,1999,1999,End of Days,Universal,Action,Original Screenplay,Live Action,Fantasy,"$100,000,000 ","2,593","2,665","15,520","$20,523,595 ","$66,889,043 ","$119,570,554 ","$145,137,932 ","$212,026,975 "
5-Nov-99,5-Nov-99,1999,1999,The Bone Collector,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$48,000,000 ","2,587","2,623","19,477","$16,712,020 ","$66,488,090 ","$118,955,100 ","$84,975,000 ","$151,463,090 "
13-Aug-99,13-Aug-99,1999,1999,Bowfinger,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000 ","2,706","2,732","19,298","$18,062,550 ","$66,458,769 ","$119,180,974 ","$32,241,000 ","$98,699,769 "
29-Jul-98,29-Jul-98,1998,1998,The Parent Trap,Walt Disney,Adventure,Remake,Live Action,Contemporary Fiction,$0 ,"2,247","2,642","21,155","$11,148,497 ","$66,308,518 ","$128,799,694 ","$17,668,900 ","$83,977,418 "
31-Jul-98,31-Jul-98,1998,1998,Ever After: A Cinderella Story,20th Century Fox,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,"$26,000,000 ","1,767","2,067","21,708","$8,526,904 ","$65,705,772 ","$127,624,605 ",$0 ,"$65,705,772 "
10-Dec-99,10-Dec-99,1999,1999,Deuce Bigalow: Male Gigolo,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","2,154","2,162","18,618","$12,224,016 ","$65,535,067 ","$115,546,111 ","$27,400,000 ","$92,935,067 "
16-Apr-99,16-Apr-99,1999,1999,Life,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$75,000,000 ","2,594","2,615","19,793","$20,414,775 ","$64,062,587 ","$114,883,887 ","$9,459,000 ","$73,521,587 "
29-Jan-99,29-Jan-99,1999,1999,She's All That,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000 ","2,222","2,654","20,385","$16,065,430 ","$63,465,522 ","$113,813,161 ",$0 ,"$63,465,522 "
1-Oct-99,1-Oct-99,1999,1999,Three Kings,Warner Bros.,Action,Original Screenplay,Live Action,Historical Fiction,"$48,000,000 ","2,942","2,943","18,776","$15,847,636 ","$60,652,036 ","$108,620,334 ","$47,100,000 ","$107,752,036 "
29-May-98,29-May-98,1998,1998,Hope Floats,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,367","2,404","17,301","$14,210,464 ","$60,110,313 ","$116,760,110 ","$21,418,687 ","$81,529,000 "
17-Dec-99,17-Dec-99,1999,1999,Bicentennial Man,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$90,000,000 ","2,518","2,767","18,519","$8,234,926 ","$58,220,776 ","$102,488,283 ","$29,200,000 ","$87,420,776 "
6-Mar-98,6-Mar-98,1998,1998,U.S. Marshals,Warner Bros.,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,"$60,000,000 ","2,817","2,817","17,882","$16,863,988 ","$57,833,603 ","$112,337,760 ",$0 ,"$57,833,603 "
23-Oct-98,23-Oct-98,1998,1998,La vita è bella,Miramax,Drama,Original Screenplay,Live Action,Historical Fiction,"$20,000,000 ",6,"1,136","16,473","$118,920 ","$57,598,247 ","$104,992,814 ","$171,777,114 ","$229,375,361 "
10-Dec-99,10-Dec-99,1999,1999,The Cider House Rules,Miramax,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,$0 ,8,"1,738","19,551","$110,098 ","$57,547,209 ","$97,697,735 ","$31,000,000 ","$88,547,209 "
13-Mar-98,13-Mar-98,1998,1998,The Man in the Iron Mask,MGM,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$35,000,000 ","3,101","3,101","17,500","$17,271,450 ","$56,968,169 ","$110,656,719 ",$0 ,"$56,968,169 "
25-Dec-98,25-Dec-98,1998,1998,A Civil Action,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000 ",2,"2,069","14,045","$70,079 ","$56,709,981 ","$101,733,228 ",$0 ,"$56,709,981 "
16-Jul-99,16-Jul-99,1999,1999,Eyes Wide Shut,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$65,000,000 ","2,411","2,483","11,696","$21,706,163 ","$55,691,208 ","$99,871,436 ","$48,573,409 ","$104,264,617 "
7-Aug-98,7-Aug-98,1998,1998,Snake Eyes,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$73,000,000 ","2,713","2,718","18,433","$16,310,373 ","$55,591,409 ","$107,982,452 ","$48,300,000 ","$103,891,409 "
2-Oct-98,2-Oct-98,1998,1998,What Dreams May Come,Polygram,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$80,000,000 ","2,526","2,531","15,527","$15,833,592 ","$55,485,043 ","$107,775,846 ","$16,000,000 ","$71,485,043 "
9-Apr-99,9-Apr-99,1999,1999,Never Been Kissed,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"2,455","2,500","25,112","$11,836,707 ","$55,474,757 ","$99,483,268 ",$0 ,"$55,474,757 "
10-Jul-98,10-Jul-98,1998,1998,Small Soldiers,Dreamworks SKG,Adventure,Original Screenplay,Live Action,Kids Fiction,"$40,000,000 ","2,539","2,613","14,424","$14,047,592 ","$55,143,823 ","$107,113,048 ","$16,600,000 ","$71,743,823 "
5-Aug-98,5-Aug-98,1998,1998,Halloween: H2O,Miramax,Horror,,Live Action,Contemporary Fiction,"$17,000,000 ","2,607","2,669","16,957","$16,187,724 ","$55,041,738 ","$106,914,760 ",$0 ,"$55,041,738 "
23-Oct-98,23-Oct-98,1998,1998,T-Rex: Back to the Cretaceous,IMAX Films,Adventure,Original Screenplay,Live Action,Science Fiction,$0 ,3,38,"3,844","$119,855 ","$53,743,249 ","$90,676,267 ","$49,298,534 ","$103,041,783 "
19-Mar-99,19-Mar-99,1999,1999,Forces of Nature,Dreamworks SKG,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"2,058","2,335","19,401","$13,510,728 ","$52,957,800 ","$94,969,591 ","$41,000,000 ","$93,957,800 "
15-Jan-99,15-Jan-99,1999,1999,Varsity Blues,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000 ","2,121","2,364","16,861","$17,515,723 ","$52,894,169 ","$94,855,479 ","$1,400,000 ","$54,294,169 "
12-Feb-99,12-Feb-99,1999,1999,Message in a Bottle,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000 ","2,538","2,545","15,430","$18,852,976 ","$52,880,016 ","$94,830,099 ",$0 ,"$52,880,016 "
30-Jun-99,30-Jun-99,1999,1999,"South Park: Bigger, Longer & Uncut",Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$21,000,000 ","2,128","2,128","10,503","$14,774,666 ","$52,037,603 ","$93,319,396 ",$0 ,"$52,037,603 "
29-Dec-99,29-Dec-99,1999,1999,The Hurricane,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$38,000,000 ",11,"2,720","15,485","$384,640 ","$50,699,241 ","$85,745,998 ","$23,257,000 ","$73,956,241 "
25-Dec-98,25-Dec-98,1998,1998,Mighty Joe Young,Walt Disney,Adventure,Remake,Live Action,Science Fiction,"$80,000,000 ","2,502","2,559","18,337","$10,602,042 ","$50,632,037 ","$94,996,921 ",$0 ,"$50,632,037 "
10-Sep-99,10-Sep-99,1999,1999,Stigmata,MGM,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$32,000,000 ","2,899","2,901","15,419","$18,309,666 ","$50,041,732 ","$89,737,408 ","$39,400,000 ","$89,441,732 "
16-Oct-98,16-Oct-98,1998,1998,Practical Magic,Warner Bros.,Comedy,Based on Fiction Book/Short Story,Live Action,Fantasy,"$60,000,000 ","2,652","2,652","17,039","$13,104,694 ","$46,850,558 ","$91,003,953 ","$21,486,439 ","$68,336,997 "
29-Jul-98,29-Jul-98,1998,1998,The Negotiator,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","2,436","2,515","14,090","$10,218,831 ","$44,705,766 ","$86,837,850 ","$4,400,000 ","$49,105,766 "
13-Nov-98,13-Nov-98,1998,1998,Meet Joe Black,Universal,Drama,Original Screenplay,Live Action,Fantasy,"$85,000,000 ","2,503","2,527","15,018","$15,017,995 ","$44,650,003 ","$86,570,818 ",$0 ,"$44,650,003 "
25-Sep-98,25-Sep-98,1998,1998,Ronin,MGM,Action,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000 ","2,487","2,487","13,855","$12,697,641 ","$41,610,884 ","$80,813,052 ","$29,081,217 ","$70,692,101 "
6-Nov-98,6-Nov-98,1998,1998,The Siege,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","2,541","2,582","13,487","$13,931,285 ","$40,934,175 ","$79,397,176 ","$75,691,623 ","$116,625,798 "
29-Oct-99,29-Oct-99,1999,1999,House on Haunted Hill,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000 ","2,710","2,710","13,497","$15,946,032 ","$40,846,082 ","$73,212,816 ","$24,244,459 ","$65,090,541 "
19-Dec-97,18-Dec-97,1997,1997,Titanic,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,"$200,000,000 ","2,674","3,265","87,364","$28,638,131 ","$659,363,944 ","$1,240,601,558 ","$1,548,844,451 ","$2,208,208,395 "
2-Jul-96,2-Jul-96,1996,1996,Independence Day,20th Century Fox,Adventure,Original Screenplay,Live Action,Science Fiction,"$75,000,000 ","2,882","2,977","39,368","$50,228,264 ","$306,169,255 ","$631,041,155 ","$511,231,623 ","$817,400,878 "
1-Jul-97,1-Jul-97,1997,1997,Men in Black,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$90,000,000 ","3,020","3,180","36,282","$51,068,455 ","$250,690,539 ","$497,556,187 ","$337,100,000 ","$587,790,539 "
10-May-96,10-May-96,1996,1996,Twister,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$88,000,000 ","2,414","2,808","32,397","$41,059,405 ","$241,688,385 ","$498,140,539 ","$254,011,615 ","$495,700,000 "
22-May-97,22-May-97,1997,1997,The Lost World: Jurassic Park,Universal,Action,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$75,000,000 ","3,281","3,565","28,025","$72,132,785 ","$229,086,679 ","$454,679,654 ","$389,552,320 ","$618,638,999 "
21-Mar-97,21-Mar-97,1997,1997,Liar Liar,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","2,845","2,909","35,916","$31,423,025 ","$181,410,615 ","$360,054,612 ","$121,300,000 ","$302,710,615 "
